,Abstract_Expressionism,Action_painting,Analytical_Cubism,Art_Nouveau,Baroque,Color_Field_Painting,Contemporary_Realism,Cubism,Early_Renaissance,Expressionism,Fauvism,High_Renaissance,Impressionism,Mannerism_Late_Renaissance,Minimalism,Naive_Art_Primitivism,New_Realism,Northern_Renaissance,Pointillism,Pop_Art,Post_Impressionism,Realism,Rococo,Romanticism,Symbolism,Synthetic_Cubism,Ukiyo_e,relevant_area,maximum_gradient,super_regions,dominant_feature
32944-051portr.jpg,-5.72078,-2.0699658,1.2161019,-2.3010707,2.820989,-3.729948,-1.9285523,-1.9400877,9.743911,-2.3694773,-3.0129647,9.933231,-4.293681,4.7057924,-3.6463823,0.46178386,0.7677461,8.128498,-1.8634601,-1.6621802,-2.875229,-1.3545237,0.38592178,-1.1669469,2.7838187,-0.8623826,-0.13141853,0.0204081632653061,4.2426405,1,9
32765-04oddi1.jpg,-7.3468785,-2.9991837,1.640734,-7.0752068,5.4266806,-3.083022,-2.0926948,0.8988999,9.615361,-3.3930993,-2.2285442,8.66179,-5.5615973,-3.0552862,-3.1023355,1.9324026,4.5132666,13.161043,-0.24912362,0.042872548,-0.319952,-8.3150625,-1.8317022,3.0651464,-1.2244864,1.0853485,1.3361001,0.3265306122448979,3.8154843,3,14
23823-2manet02.jpg,-3.1554856,-1.0030608,-1.5502615,-0.18054505,0.589522,-3.3802004,1.1871918,0.16646151,-2.9004781,-1.50668,0.019981563,-1.1097237,11.394665,-0.35346577,-2.4863038,3.6729336,2.9800608,-2.360031,0.59680337,-2.2193718,5.4526772,4.7734513,-1.4420773,-0.45498174,-0.16756606,-2.5806048,-2.468532,0.3877551020408163,2.4263515,2,9
32906-4meetin.jpg,-2.4677224,-1.5385692,2.3171117,-3.6601193,4.329966,-4.3558307,-2.6605148,4.1428685,3.9629874,-0.816507,-0.95537496,9.259308,1.21422,4.846338,-4.658295,1.6861639,2.5986729,2.3362427,-0.26005435,-0.5228939,-5.7292976,-6.4648657,1.5199642,-1.9639292,2.3528779,-1.5134928,-3.2431011,0.4897959183673469,3.370047,2,15
32859-parnass.jpg,-7.8336134,-3.5417998,-0.3507917,-2.230843,6.3307257,-5.5647283,-2.0948539,-1.4794028,5.5807314,0.7426797,-3.547916,15.691657,-1.6344883,10.116244,-3.5287817,-0.81851774,6.826243,4.6454816,-2.6140609,-1.3991611,-3.9688425,-3.4212134,3.3141365,-2.3350725,1.996057,-4.301836,-4.023841,0.4897959183673469,2.6663244,1,12
32950-06alba.jpg,-5.6853776,-1.8856512,0.15213677,-2.0995755,5.6909437,-3.6363478,-3.602575,-0.37336406,2.0790513,-3.397823,-4.103821,19.199926,-6.5474715,9.2052,-1.29795,0.56619143,3.038313,3.0232325,-2.308599,1.8485029,-5.312535,-4.0813193,2.8298392,1.0920568,0.8402946,-2.879675,-1.7320803,0.1020408163265306,3.176055,2,5
32978-01castig.jpg,-4.6840124,-1.9740114,-1.257976,-1.6347947,8.727732,-4.259813,-1.4660304,-1.4653728,-1.0271646,-3.8076937,-4.6497955,3.64825,1.2280679,5.2740555,-1.8954201,1.9305052,2.7782912,3.373001,-2.1542273,-0.8411097,0.44236398,8.568146,-1.2341385,-0.9281211,-0.3858981,-1.7745245,-0.27439034,0.3469387755102041,2.8396122,2,14
26567-04_3ce4.jpg,-4.742442,-2.6043,2.4606411,-3.2782512,-0.36161584,-3.830299,-4.4169145,8.709099,7.362159,-1.1925962,2.2613752,9.220467,-5.0198455,1.590108,-4.959612,7.749551,1.4844328,1.8036337,2.1973386,-1.8110071,2.2381976,-9.645047,-6.4749484,-2.2409875,3.6102505,0.4851501,-0.9976668,0.4489795918367347,2.9564095,3,19
14987-2ponta02.jpg,-5.9704304,-2.2759953,-0.53999656,2.8930607,-5.0535574,-4.1316223,-0.88649994,0.6882473,1.8103291,4.7468476,3.8937473,5.038241,-1.9182796,1.6241025,-3.8459978,1.5622424,3.941618,-2.3917103,-0.03664419,-2.497891,7.478631,-2.7751088,-3.9230783,-0.32244492,4.9665537,-1.6050206,-1.1381216,0.3877551020408163,3.6207392,1,14
17298-selfpo25.jpg,-3.7061315,-1.7588687,-1.482622,1.4692078,-7.1406164,-4.7591357,5.7133718,1.2093222,-2.968764,-3.6179132,0.2206071,-2.4045527,6.3706145,-2.98806,-2.8480902,1.764317,4.093774,-0.5839951,3.9915462,-1.7802671,16.412418,-0.19252563,-1.6292789,-2.112527,1.2169219,-2.1102266,-0.71948016,0.3061224489795918,3.564055,2,9
33573-102ports.jpg,-4.3846755,-2.508435,-0.63583535,-3.4541874,11.22947,-4.476673,-2.6499164,1.0820532,-1.3806503,1.1697308,-3.1858194,5.5829353,-0.63738847,3.2963068,-2.9964776,-0.45737225,3.1720052,1.5655589,-0.56048334,-1.227818,2.2882037,-1.382459,1.2243464,1.8915536,2.5931444,-2.7684903,-2.6120584,0.3265306122448979,3.1484113,1,13
17128-arles50.jpg,-5.9012885,-2.477262,-2.0157402,2.5998974,-3.1955862,-3.8692608,1.22421,0.9012217,-1.6057485,-4.18457,0.14848036,-2.3274646,5.334098,-1.5912118,-3.4604082,2.9281545,3.307802,0.40585148,0.7961601,-1.9512193,12.488131,6.6769323,-3.0906658,1.7580388,2.8567472,-2.2798545,-2.9778998,0.4897959183673469,3.0372066,1,2
33502-07portra.jpg,-4.6718845,-2.8879626,-2.5124156,-2.0242794,14.407073,-5.999872,-0.45425558,-1.9760749,-3.5430155,-1.8582668,-5.648567,-2.8546553,-4.673444,2.232523,-1.9149994,-1.7942042,1.5179751,0.7442093,0.29044202,-2.6453378,-3.231802,8.561454,4.4875827,14.508694,4.245955,-2.0529213,0.5541768,0.4285714285714285,3.587041,1,15
17242-auvers02.jpg,-4.2663827,-2.699351,-1.0949566,-2.771283,-2.0611222,-6.184382,-2.0603971,4.870617,-2.591942,9.431161,3.8603547,-1.8970451,5.3982277,-4.3298125,-3.9807057,8.282823,1.9756945,2.173404,2.8304381,-3.6955695,16.47206,-1.0663614,-6.9717283,-2.964285,-2.4968238,-2.2164538,-1.6653473,0.2857142857142857,3.8004336,2,15
26748-06_4sp6f.jpg,-9.123268,-2.6354294,2.9634683,-1.1252654,-2.1378264,-2.2245436,-3.2232018,-0.017172068,18.271246,-3.0124412,-1.9054008,20.669535,-6.9878407,11.323397,-4.1933413,-0.55504817,2.9136474,4.8870406,-2.3106766,-0.91199714,-3.0292203,-10.899653,-3.0006692,-0.61632216,4.5233755,-2.5538647,-3.2764232,0.4081632653061224,2.446938,1,15
14939-6pould09.jpg,2.3328605,0.35922244,2.9458036,-2.706871,-0.91496944,-3.372359,-2.2266133,8.566732,1.0187873,6.7923217,2.2073917,0.148242,-6.70906,-2.5886934,-2.9853678,4.797231,0.29012483,1.1966243,1.1516509,0.08141816,-0.81296384,-8.336546,-2.3754354,-5.727171,0.93823975,1.3627188,3.7530832,0.2040816326530612,2.6965504,4,19
17268-auvers28.jpg,-3.8294263,-0.53145206,-2.0740254,9.362198,-5.318756,-5.0367627,2.2592647,0.25079215,-2.7641664,1.8976927,3.107694,-5.707465,7.4261684,-3.2748005,-4.3229494,2.445092,0.088724285,-0.8864718,1.4124501,-2.34548,14.7412615,-4.514353,-3.7992375,-0.6301997,2.6343424,-1.8065336,0.32280135,0.5306122448979592,3.231904,1,19
17071-paris21.jpg,-5.602769,-2.6130495,-1.4863211,1.4034481,2.7684875,-5.815879,1.5113811,1.0727416,-0.20991918,0.17576736,-1.3501683,-2.9387808,7.719051,-3.610079,-2.7026663,7.7339516,2.1841314,0.9595656,2.8549252,-0.15068683,2.3744361,6.003854,-1.2906576,-4.667456,-2.0377584,-0.23968977,-1.713972,0.5102040816326531,3.7526188,1,10
23824-2manet03.jpg,-3.1048522,-0.86621106,-1.6415398,6.674213,-1.9486629,-4.4617095,1.8075032,-2.827703,-1.5462514,-0.124346584,-2.7160835,-0.7543603,2.2964602,0.52519166,-1.8260533,2.6775844,1.02111,0.41888016,-1.9724274,1.0076838,-2.8822532,3.6267877,3.1752748,7.77814,-0.8175372,-3.1083467,-0.9493514,0.3877551020408163,3.134487,2,13
26593-08_3ce8.jpg,-3.2605271,-2.2520447,-0.47506365,1.9402158,0.08025211,-3.6058025,-1.0919304,0.26759753,5.08016,0.039177477,-0.7349114,5.2899227,1.1550202,5.534712,-2.7099354,-0.6889553,0.96239823,3.7751732,-1.4595852,-2.2693894,-1.2848089,-2.794931,-1.8707795,3.286519,2.343783,-3.2324462,-2.5651786,0.5714285714285714,3.3192084,4,13
17051-paris01.jpg,-3.4230437,-0.9197075,-2.2535503,2.7769933,-2.5980945,-3.5373871,-0.27421266,-2.0142531,-1.0951043,5.2302,-1.0712457,-3.0787735,8.338596,-4.4328914,-1.9777532,2.244696,3.360424,-0.16496602,-0.9739965,-3.3230324,4.6703587,9.624704,-1.9068209,-1.7511187,2.2138176,-2.512755,-1.245483,0.3265306122448979,3.1193454,2,7
26622-09_4se.jpg,-6.1199803,-2.716442,1.2073683,2.173078,-0.42136103,-2.6981971,-3.8814967,1.3433667,11.830366,-1.0084013,-1.1762089,9.947032,-5.0136657,5.2716284,-4.4366693,1.1433902,1.9772462,3.5394835,-0.9944855,-2.5090492,-1.2365284,-3.8180668,-4.282105,0.6693745,5.4957857,-1.573939,-2.3890376,0.4693877551020408,2.971089,4,10
33458-21oldtes.jpg,-3.6193547,-1.954883,0.076904595,-2.9632483,11.1915865,-2.807559,-2.18367,-0.94319534,-0.41049355,-3.8978171,-3.8262453,5.3912396,-2.858602,9.040239,-1.7323823,-2.599443,1.5320467,3.2549915,-1.6146114,-0.52379686,-3.5933728,-0.8956062,4.87963,2.945042,0.96099955,-1.750132,-1.9157599,0.4897959183673469,2.4482954,1,10
33472-06mythom.jpg,-6.084534,-3.4237294,-0.72565067,-5.272986,20.126015,-5.203578,-1.9509113,-0.52986467,-1.6096847,-3.2617054,-4.854695,1.8055023,-0.8599607,1.556592,-2.5949574,-1.1463201,3.838861,1.6221598,-0.834321,-3.1691213,-2.5663645,4.94607,9.800562,3.4996214,0.34541813,-1.4185493,-1.8254852,0.4285714285714285,3.1461024,1,3
32785-24cowper.jpg,-5.8105826,-2.2461817,-0.5741246,-1.8688498,2.53503,-4.665666,0.947798,-0.4597007,1.7967198,1.4997292,-2.9702282,7.5431085,-4.3735566,1.900867,-0.06155377,4.4713964,2.3835673,-0.0045469254,-1.136831,1.0541708,-2.0768652,1.0886552,1.9713764,4.5044913,-2.3896081,-1.8824303,0.30076176,0.0816326530612244,3.6652708,2,15
33625-13sp1634.jpg,-1.1603236,-2.1121266,-1.4087093,-2.3322945,9.354514,-2.0603633,-0.02835384,-2.1603427,-1.9603162,-4.357628,-5.1993814,-1.583259,-0.46142966,-0.039595515,-0.7798763,-3.0570617,2.3061502,0.55817485,-1.081563,0.0005313158,-5.526273,2.480874,5.400176,12.672764,6.2805624,-1.3986893,-2.3102846,0.4081632653061224,3.2652795,2,15
32991-2scenes.jpg,0.16903234,-0.6756264,-0.25565457,0.8385214,-1.4872749,-3.5895605,-1.970239,3.4303408,4.350418,3.134433,-1.8177385,4.2952385,-2.6705778,2.8883176,-3.12877,-0.649601,2.5713992,-0.8891252,-0.54552937,4.001479,-0.23581293,-6.2336016,-2.8861609,0.20443127,4.755661,-1.1641221,-1.3721373,0.4489795918367347,3.3427835,3,3
16981-2hague04.jpg,-1.3063285,-0.94752544,-2.1362977,2.0446873,-0.10135025,-4.8616834,-0.102547765,0.3191461,-0.87598723,2.7465925,-0.08240765,-5.315425,6.1758757,-3.3365865,-3.0630665,0.9343438,1.8550134,-1.4918339,3.8207312,-3.9339664,11.898542,5.793167,-5.222673,-3.1028616,2.311808,-2.5015419,-0.40569276,0.4489795918367347,2.8061306,3,9
17257-auvers17.jpg,-3.1719148,0.35479975,-1.5499524,3.0355291,-2.850895,-3.2754738,2.6751077,-0.70616114,-3.7745476,-1.556326,4.3371725,-4.8606973,7.5241413,-3.2526546,-1.5460559,0.78205913,1.0731771,-1.7857295,1.0409908,-2.1879783,12.58833,7.1595936,-3.9563391,-2.8281884,-1.0902269,-2.064885,-0.14625923,0.3673469387755102,2.8074558,1,14
17280-selfpo07.jpg,-1.7035556,-1.4379065,-2.1551075,3.0118003,-1.7066634,-3.8583488,3.8738465,-1.5084765,-3.346724,2.8322284,1.8470769,-4.10933,4.7715054,-3.4071145,-1.7631443,5.000824,1.4509325,-0.94477355,0.8093805,1.2426121,4.3252573,6.2984934,-1.727478,-2.8680916,0.166282,-2.4138021,-1.9541206,0.4897959183673469,3.7893875,1,7
32754-02baron0.jpg,-4.9157124,-2.0361624,1.6583607,0.40005583,-0.5494381,-2.7196803,-0.70512354,-1.4017434,11.7053175,-3.2566557,-2.8632774,7.8383217,-7.9469223,1.626852,-3.4573593,0.88482046,0.04720208,11.074563,-0.6920935,0.02206111,-5.8016734,-6.2568417,-1.0617292,3.211806,3.68298,0.56198084,1.5884033,0.2653061224489796,3.110667,2,12
33611-16group.jpg,-6.0650997,-2.4104562,-1.6318913,-3.3038201,11.399279,-5.085187,0.28440213,-2.276523,-3.0368805,-3.9856057,-4.13999,-0.41918385,6.8908386,-0.67540497,-3.7623234,1.3161707,3.0945249,-0.25743544,0.4740771,-3.441554,-3.9353428,3.6632178,10.125534,10.580874,2.1511683,-3.1687973,-2.8903391,0.4693877551020408,2.700367,1,14
33469-04mythol.jpg,-4.2626405,-2.4761012,-0.9524767,-0.359676,8.0323305,-4.2687874,-2.1084695,-1.6352131,-1.2694341,-4.0290494,-2.521695,1.7060938,-1.9174302,10.257172,-2.6595383,-0.69308096,0.9286705,2.2605133,-0.67138726,-1.6492482,-3.4664428,-3.9463804,6.5815625,10.222224,3.6283028,-2.9916754,-2.7862732,0.5306122448979592,3.1136358,1,7
14911-early13.jpg,-3.915514,-1.2747381,-2.082479,1.6361008,0.2502654,-3.9810245,0.09408274,-2.2168348,-1.4278094,0.619169,-0.40007845,-5.43484,6.8656588,-4.3662767,-3.4420428,0.44548336,0.946953,1.2248806,3.2225618,-3.1437328,8.541345,8.100328,-4.180787,3.7281203,2.4745889,-2.3590124,-1.8346965,0.3877551020408163,3.9208608,1,12
28497-early06.jpg,-1.729331,-0.15520817,-1.1124189,0.7943073,1.2834461,-3.2218812,0.5001183,-2.538247,-0.6155828,-0.90012753,-2.702922,-1.8452104,11.692747,-2.7550952,-1.3501197,-0.0124543905,1.7100478,-1.190418,-1.0621578,-3.4321232,1.3615602,13.597158,0.777942,-0.29047826,-1.897466,-2.8980165,-2.4415643,0.3673469387755102,2.9891548,1,9
17307-selfpo34.jpg,-5.3806524,-0.78217924,-1.9052051,7.447753,-4.6811395,-2.5322459,1.8209507,0.6439346,-2.13868,1.57266,5.433469,-2.9366364,2.3681614,-1.0854025,-2.719996,1.9332942,2.4260263,-3.504957,0.21500725,0.28459433,15.422955,0.110553265,-5.092205,-3.95016,1.2008355,-2.712656,-2.419042,0.3673469387755102,3.7948112,1,7
23875-4manet13.jpg,-2.2184987,-1.7740849,-2.046475,4.2243977,-5.244255,-4.982382,1.5291606,-0.9642054,-4.3658233,5.2346334,-0.7441679,-2.2648153,15.274859,-1.1439129,-3.5493512,-2.3862576,3.2246232,-1.3524787,-1.142464,-2.462938,3.305053,6.561311,0.87197393,0.9504266,1.0166163,-2.4330156,-3.1768394,0.4489795918367347,3.1930113,1,15
17143-arles65.jpg,-6.225561,-1.5525013,-1.4606662,3.5614328,-0.24614382,-6.0393515,2.526711,-2.267319,-0.7053625,-1.6773567,-1.8444155,-1.5082183,6.714795,0.9865438,-3.6753626,-1.0296261,0.19898984,3.184174,-0.38694572,-2.6231105,5.517869,8.952526,-0.27666014,4.096872,-0.85475934,-2.1505141,-1.3898978,0.3265306122448979,2.880032,4,15
17114-3arles28.jpg,-5.8766804,-2.9530158,-0.9570993,0.33439404,0.4002317,-6.256219,-1.3333691,1.962231,-1.9598863,3.8824975,-1.0176573,2.059733,-1.3740369,1.3458891,-3.681991,3.5085886,1.0685644,3.7540908,-1.853618,-2.7497995,11.168209,6.6765575,-3.9274478,-0.35229316,0.30491203,-1.2303473,-1.3503025,0.4897959183673469,3.7448459,3,2
33413-36newtes.jpg,-6.3090982,-2.1696515,-0.6064836,-0.8963239,11.105482,-2.9970288,-1.9509797,-1.7356772,6.269082,-0.4181618,-3.937029,1.149094,-4.9132996,7.1389694,-0.59884536,-2.8683515,1.984988,2.0048594,-1.9886178,-3.2706206,-5.5285964,-0.3981226,2.8996742,9.106802,1.2972813,-1.9190483,-0.40599275,0.4693877551020408,2.937726,2,10
28503-early12.jpg,-3.0471294,-0.27145174,-1.6420693,4.356341,-4.424873,-3.7444584,2.52873,-2.3771524,0.68237543,-2.344605,0.7666219,-3.9823184,10.696626,-3.886115,-2.9807072,0.16465946,0.52630144,1.3479681,2.5526586,-3.674209,5.88505,2.0242229,-1.6126621,1.2433292,4.6572905,-2.0324092,-1.2797889,0.4081632653061224,3.2666028,1,10
33640-23sp1669.jpg,-4.6644917,-1.8570776,-1.4969904,-0.49497873,8.791385,-2.3516765,-0.8259163,-1.9214749,-1.9519622,-1.3781905,-2.9897656,1.1190006,2.7092202,2.236684,-2.5065668,-1.1511903,1.7670894,0.8192439,-1.2268503,-2.6517622,-2.655797,3.031922,5.1316166,8.717903,1.0096866,-2.2089684,-2.8060234,0.3877551020408163,3.221242,1,6
23870-4manet08.jpg,-0.9338131,-1.5075985,-1.6519897,2.9373906,-3.83977,-4.4351416,2.2841454,-1.8491807,-4.2183146,3.388845,-1.4363877,-1.8932052,13.171411,-0.6818226,-3.6102135,-1.6091542,3.085216,-1.9318959,-1.3614432,-1.966929,1.0087513,9.391964,-1.2644334,1.863996,3.6624513,-2.3615632,-4.270322,0.4489795918367347,3.1616106,3,2
17022-antwerp1.jpg,-4.0743484,-0.7319083,-2.3472257,5.606264,0.3718086,-4.636003,1.4888303,-1.3669112,-2.4301248,4.1823854,1.694837,-3.7203765,6.9305625,-0.66913736,-1.6500146,-1.0328406,2.7861183,-5.026199,-1.2162113,-2.5545626,6.0875425,7.733236,-1.408174,2.86194,-1.733736,-3.1835895,-1.6549853,0.3877551020408163,3.4530056,3,2
23897-5late16.jpg,-2.093576,-0.49761537,-1.4522665,-0.9723317,-1.1649086,-3.3977616,1.4484042,-0.92904574,-1.028693,-2.1268704,-2.1747804,-2.2723248,12.747687,-2.915016,-1.5636773,-1.8835188,3.4018726,-0.9037063,0.14765608,-3.099146,1.8505739,9.247998,-1.733818,2.5934362,3.265298,-1.9910856,-2.1556902,0.4081632653061224,3.1695602,1,6
33543-64portra.jpg,-4.8395596,-1.303367,-0.47938293,-0.88319635,10.558668,-2.7229261,-1.216028,-1.964294,-0.16760957,-3.7868972,-4.4292707,1.3612874,-5.0344973,4.2828784,-1.8305951,-1.2950327,0.41028142,6.246202,-1.598081,-0.66159356,-4.1545153,4.994796,3.7329094,4.5846624,0.039530993,-0.781083,0.57329416,0.3265306122448979,3.7041233,1,10
17222-copies14.jpg,-5.533278,-0.7206259,-1.2113359,0.41710117,0.65954626,-4.232484,2.8047512,0.21497107,-1.684225,0.36526987,-0.5776549,-3.2430453,0.98125887,-2.0036275,-2.920095,4.234821,1.4332757,-1.2184972,2.3154025,2.2145963,5.3507133,5.5766487,-2.7532732,-0.2328232,-1.4350045,0.13352326,1.3236243,0.2448979591836734,3.3829193,1,10
33535-46portra.jpg,-5.223797,-1.9036744,-1.0784898,-1.3672714,9.068122,-3.0874681,-1.3841548,-1.2873173,2.4645844,-3.019887,-3.027334,0.9969888,-4.02778,3.9232204,-2.4131236,-0.51756203,2.290791,2.9288454,-1.1961226,-1.3526534,-3.244546,2.5858927,4.0740495,7.152588,1.7246628,-1.5768539,-0.7734531,0.3469387755102041,3.7269063,2,10
17225-copies17.jpg,-1.7434967,-0.1266195,-0.96852106,0.5097083,-2.019992,-4.356887,0.42043358,-0.31172442,-0.8438853,2.329725,-1.7825108,0.623386,2.9419851,-1.264984,-2.254412,-1.8868839,1.4362087,0.66249657,-0.379794,0.3197282,0.73614955,3.6825001,2.559338,1.7668655,2.7550893,-2.7202353,-1.0342299,0.3469387755102041,3.3345113,5,7
13310-13turban.jpg,-3.184697,-2.5981963,0.54189724,-0.43672425,3.3456795,-2.698238,-2.8361583,-1.5211105,12.643754,-1.4878497,-2.4408488,0.08993113,-1.1044724,2.7465134,-3.196988,-1.5264137,-0.037433743,19.60585,-0.6679521,-2.4917421,-1.2567271,-3.5724277,-4.366337,-1.0709426,-0.093866765,-0.8450073,-0.7157072,0.3673469387755102,2.6283576,2,6
